filename	title	artist	place	date	caption	description	permalink	image_url
2008660734.jpg	Maisaka	Andō, Hiroshige, 1797-1858, artist	Hamana Lake Japan Tōkaidō		Print shows the large sails of sailboats in the foreground, small boats and mountains on Lake Hamana at the Maisaka station on the Tōkaidō Road.	- Title and other descriptive information compiled by Nichibunken-sponsored Edo print specialists in 2005-06. - From the series: Tōkaidō gojūsantsugi no uchi : 53 stations of the Tōkaidō Road. - Adachi modern reprint (Showa). - Purchase; H. Irving Olds; 1938. - Forms part of: the H. Irving Olds collection. - Forms part of: Japanese prints and drawings (Library of Congress). - Lakes & ponds--Japan--1830-1840 - Mountains--Japan--1830-1840 - Sailboats--Japan--1830-1840 - Hamana Lake (Japan) - Tōkaidō (Japan) Ukiyo-e--Japanese--Color--1830-1840. Woodcuts--Japanese--Color--1830-1840--Reproductions--1890-1940. Ukiyo-e--Japanese--Color--1830-1840 Woodcuts--Japanese--Color--1830-1840--Reproductions--1890-1940 1 print : woodcut, color.	https://www.loc.gov/item/2008660734/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02116r.jpg
2008660735.jpg	Hamamatsu	Andō, Hiroshige, 1797-1858, artist	Japan Tōkaidō		Print shows travelers warming themselves by a fire next to a large pine tree, with view across a field of haystacks and buildings near the Hamamatsu station on the Tōkaidō Road.	- Title and other descriptive information compiled by Nichibunken-sponsored Edo print specialists in 2005-06. - From the series: Tōkaidō gojūsantsugi no uchi : 53 stations of the Tōkaidō Road. - Adachi modern reprint (Showa). - Purchase; H. Irving Olds; 1938. - Forms part of: the H. Irving Olds collection. - Forms part of: Japanese prints and drawings (Library of Congress). - Travelers--Japan--1830-1840 - Fires--Japan--1830-1840 - Tōkaidō (Japan) Ukiyo-e--Japanese--Color--1830-1840. Woodcuts--Japanese--Color--1830-1840--Reproductions--1890-1940. Ukiyo-e--Japanese--Color--1830-1840 Woodcuts--Japanese--Color--1830-1840--Reproductions--1890-1940 1 print : woodcut, color.	https://www.loc.gov/item/2008660735/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02117r.jpg
2008660736.jpg	Ishibe	Andō, Hiroshige, 1797-1858, artist	Japan Tōkaidō		Print shows travelers in front of a large pavilion, possibly serving as an inn or teahouse, as well as rest stop, getting ready to depart from the Ishibe station on the Tōkaidō Road.	- Title and other descriptive information compiled by Nichibunken-sponsored Edo print specialists in 2005-06. - From the series: Tōkaidō gojūsantsugi no uchi : 53 stations of the Tōkaidō Road. - Adachi modern reprint (Showa). - Purchase; H. Irving Olds; 1938. - Forms part of: the H. Irving Olds collection. - Forms part of: Japanese prints and drawings (Library of Congress). - Travelers--Japan--1830-1840 - Rest stops--Japan--1830-1840 - Teahouses--Japan--1830-1840 - Arrivals & departures--Japan--1830-1840 - Tōkaidō (Japan) Ukiyo-e--Japanese--Color--1830-1840. Woodcuts--Japanese--Color--1830-1840--Reproductions--1890-1940. Ukiyo-e--Japanese--Color--1830-1840 Woodcuts--Japanese--Color--1830-1840--Reproductions--1890-1940 1 print : woodcut, color.	https://www.loc.gov/item/2008660736/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02118r.jpg
2008660737.jpg	Sakanoshita	Andō, Hiroshige, 1797-1858, artist	Japan Tōkaidō		Print shows travelers at a rest stop admiring waterfalls in the mountains across a deep gorge at a rest stop near the Sakanoshita station on the Tōkaidō Road.	- Title and other descriptive information compiled by Nichibunken-sponsored Edo print specialists in 2005-06. - From the series: Tōkaidō gojūsantsugi no uchi : 53 stations of the Tōkaidō Road. - Adachi modern reprint (Showa). - Purchase; H. Irving Olds; 1938. - Forms part of: the H. Irving Olds collection. - Forms part of: Japanese prints and drawings (Library of Congress). - Travelers--Japan--1830-1840 - Canyons--Japan--1830-1840 - Mountains--Japan--1830-1840 - Waterfalls--Japan--1830-1840 - Rest stops--Japan--1830-1840 - Passes (Landforms)--Japan--1830-1840 - Tōkaidō (Japan) Ukiyo-e--Japanese--Color--1830-1840. Woodcuts--Japanese--Color--1830-1840--Reproductions--1890-1940. Ukiyo-e--Japanese--Color--1830-1840 Woodcuts--Japanese--Color--1830-1840--Reproductions--1890-1940 1 print : woodcut, color.	https://www.loc.gov/item/2008660737/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02119r.jpg
2008660738.jpg	Hara	Andō, Hiroshige, 1797-1858, artist	Fuji Japan Mount Tōkaidō		Print shows two travelers and a porter next to a rice paddy with two herons and a view of Mount Fuji at the Hara station on the Tōkaidō Road.	- Title and other descriptive information compiled by Nichibunken-sponsored Edo print specialists in 2005-06. - From the series: Tōkaidō gojūsantsugi no uchi : 53 stations of the Tōkaidō Road. - Adachi modern reprint (Showa). - Purchase; H. Irving Olds; 1938. - Forms part of: the H. Irving Olds collection. - Forms part of: Japanese prints and drawings (Library of Congress). - Travelers--Japan--1830-1840 - Women--Clothing & dress--Japan--1830-1840 - Porters--Japan--1830-1840 - Rice paddies--Japan--1830-1840 - Herons--Japan--1830-1840 - Tōkaidō (Japan) - Fuji, Mount (Japan) Ukiyo-e--Japanese--Color--1830-1840. Woodcuts--Japanese--Color--1830-1840--Reproductions--1890-1940. Ukiyo-e--Japanese--Color--1830-1840 Woodcuts--Japanese--Color--1830-1840--Reproductions--1890-1940 1 print : woodcut, color.	https://www.loc.gov/item/2008660738/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02120r.jpg
2008660739.jpg	Seki	Andō, Hiroshige, 1797-1858, artist	Japan Tōkaidō		Print shows travelers outside a men's clothing shop selling hats and short kimonos, also standing at the entrance to a gated area, some shops closed with painted designs on fabric at the Seki station on the Tōkaidō Road.	- Title and other descriptive information compiled by Nichibunken-sponsored Edo print specialists in 2005-06. - From the series: Tōkaidō gojūsantsugi no uchi : 53 stations of the Tōkaidō Road. - Adachi modern reprint (Showa). - Purchase; H. Irving Olds; 1938. - Forms part of: the H. Irving Olds collection. - Forms part of: Japanese prints and drawings (Library of Congress). - Travelers--Japan--1830-1840 - Men--Clothing & dress--Japan--1830-1840 - Stores & shops--Japan--1830-1840 - Hats--Japan--1830-1840 - Gates--Japan--1830-1840 - Rest stops--Japan--1830-1840 - Tōkaidō (Japan) Ukiyo-e--Japanese--Color--1830-1840. Woodcuts--Japanese--Color--1830-1840--Reproductions--1890-1940. Ukiyo-e--Japanese--Color--1830-1840 Woodcuts--Japanese--Color--1830-1840--Reproductions--1890-1940 1 print : woodcut, color.	https://www.loc.gov/item/2008660739/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02121r.jpg
2008660740.jpg	Kaze ni nayamu tōka no onna	Torii, Kiyonaga, 1752-1815, artist	Japan		Print shows a woman huddled against the wind beneath wisteria blossoms.	- Title and other descriptive information compiled by Nichibunken-sponsored Edo print specialists in 2005-06. - Adachi modern reprint (Showa). - Purchase; H. Irving Olds; 1938. - Forms part of: the H. Irving Olds collection. - Forms part of: Japanese prints and drawings (Library of Congress). - Women--Clothing & dress--Japan--1780 - Beauty--Japan--1780 - Winds--Japan--1780 - Flowers--Japan--1780 Ukiyo-e--Japanese--Color--1780. Woodcuts--Japanese--Color--1780--Reproductions--1890-1940. Ukiyo-e--Japanese--Color--1780 Woodcuts--Japanese--Color--1780--Reproductions--1890-1940 1 print : woodcut, color.	https://www.loc.gov/item/2008660740/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02122r.jpg
2008660741.jpg	Geisha to hakoya	Kitao, Shigemasa, 1739-1820, artist	Japan		Print shows two women wearing geta, walking, one carrying a long box.	- Title and other descriptive information compiled by Nichibunken-sponsored Edo print specialists in 2005-06. - Adachi modern reprint (Showa). - Forms part of: the H. Irving Olds collection. - Forms part of: Japanese prints and drawings (Library of Congress). - Women--Clothing & dress--Japan--1770-1780 - Beauty--Japan--1770-1780 - Walking--Japan--1770-1780 - Entertainers--Japan--1770-1780 - Musicians--Japan--1770-1780 Ukiyo-e--Japanese--Color--1770-1780. Woodcuts--Japanese--Color--1770-1780--Reproductions--1890-1940. Ukiyo-e--Japanese--Color--1770-1780 Woodcuts--Japanese--Color--1770-1780--Reproductions--1890-1940 1 print : woodcut, color.	https://www.loc.gov/item/2008660741/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02123r.jpg
2008660742.jpg	Kannazuki	Suzuki, Harunobu, 1725?-1770, artist	Japan	1770	Print shows a man sitting on a veranda, reading, an incense urn next to him, and a woman standing at a door looking over his shoulder.	- Title and other descriptive information compiled by Nichibunken-sponsored Edo print specialists in 2005-06. - From the series: Fūzoku shiki kasen : A modern version of poems of the four seasons. - Adachi modern reprint (Showa). - Purchase; H. Irving Olds; 1938. - Forms part of: the H. Irving Olds collection. - Forms part of: Japanese prints and drawings (Library of Congress). - Women--Social life--Japan--1770 - Men--Social life--Japan--1770 - Clothing & dress--Japan--1770 - Poetry--1770 - Reading--Japan--1770 - Leisure--Japan--1770 Ukiyo-e--Japanese--Color--1770. Woodcuts--Japanese--Color--1770--Reproductions--1890-1940. Ukiyo-e--Japanese--Color--1770 Woodcuts--Japanese--Color--1770--Reproductions--1890-1940 1 print : woodcut, color.	https://www.loc.gov/item/2008660742/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02124r.jpg
2008660155.jpg	Taka no ha moyō no tachi bijin	Kaigetsudō, Doshin, active 1700-1716, artist	Japan		Print shows a courtesan wearing feather-pattern kimono.	- Title and other descriptive information compiled by Nichibunken-sponsored Edo print specialists in 2005-06. - Adachi modern reprint (Showa). - Purchase; H. Irving Olds; 1938. - Forms part of: the H. Irving Olds collection. - Forms part of: Japanese prints and drawings (Library of Congress). - Women--Clothing & dress--Japan--1710-1720 - Courtesans--Japan--1710-1720 - Beauty--Japan--1710-1720 Ukiyo-e--Japanese--Color--1710-1720. Woodcuts--Japanese--Color--1710-1720--Reproductions--1890-1940. Ukiyo-e--Japanese--Color--1710-1720 Woodcuts--Japanese--Color--1710-1720--Reproductions--1890-1940 1 print : woodcut, color.	https://www.loc.gov/item/2008660155/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02128r.jpg
2008660495.jpg	Nami ni goshoguruma moyō no tachi bijin	Kaigetsudō, Dohan, active 1710-1720, artist	Japan		Print shows a courtesan, facing left, wearing a waterwheel and waves pattern kimono.	- Title and other descriptive information compiled by Nichibunken-sponsored Edo print specialists in 2005-06. - Adachi modern reprint (Showa). - Purchase; H. Irving Olds; 1938. - Forms part of: the H. Irving Olds collection. - Forms part of: Japanese prints and drawings (Library of Congress). - Women--Clothing & dress--Japan--1710-1720 - Courtesans--Japan--1710-1720 - Beauty--Japan--1710-1720 Ukiyo-e--Japanese--Color--1710-1720. Woodcuts--Japanese--Color--1710-1720--Reproductions--1890-1940. Ukiyo-e--Japanese--Color--1710-1720 Woodcuts--Japanese--Color--1710-1720--Reproductions--1890-1940 1 print : woodcut, color.	https://www.loc.gov/item/2008660495/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02129r.jpg
2008660746.jpg	[Beauties of the three capitals triptych]	Torii, Kiyomasu, active 1720-early 1760s, artist	Japan		Print shows three courtesans, full-length, standing.	- Title and other descriptive information compiled by Nichibunken-sponsored Edo print specialists in 2005-06. - From the series: Santo sanpukutsui. - Adachi modern reprint (Showa). - Purchase; H. Irving Olds; 1938. - Forms part of: the H. Irving Olds collection. - Forms part of: Japanese prints and drawings (Library of Congress). - Women--Clothing & dress--Japan--1730-1740 - Courtesans--Japan--1730-1740 - Beauty--Japan--1730-1740 Ukiyo-e--Japanese--Color--1730-1740. Woodcuts--Japanese--Color--1730-1740--Reproductions--1890-1940. Ukiyo-e--Japanese--Color--1730-1740 Woodcuts--Japanese--Color--1730-1740--Reproductions--1890-1940 1 print : woodcut, color.	https://www.loc.gov/item/2008660746/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02130r.jpg
2008660747.jpg	Kaya no uchisoto	Torii, Kiyomasu, -1716, artist	Japan		Print shows a man, woman, and a child resting outside mosquito netting.	- Title and other descriptive information compiled by Nichibunken-sponsored Edo print specialists in 2005-06. - Adachi modern reprint (Showa). - Purchase; H. Irving Olds; 1938. - Forms part of: the H. Irving Olds collection. - Forms part of: Japanese prints and drawings (Library of Congress). - Women--Domestic life--Japan--1710-1720 - Families--Japan--1710-1720 - Beauty--Japan--1710-1720 Ukiyo-e--Japanese--Color--1710-1720. Woodcuts--Japanese--Color--1710-1720--Reproductions--1890-1940. Ukiyo-e--Japanese--Color--1710-1720 Woodcuts--Japanese--Color--1710-1720--Reproductions--1890-1940 1 print : woodcut, color.	https://www.loc.gov/item/2008660747/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02131r.jpg
2008660748.jpg	Takenuki gorō	Torii, Kiyomasu, -1716, artist	Japan		Print shows a man, possibly Tokimune Soga (Gorō), uprooting bamboo.	- Title and other descriptive information compiled by Nichibunken-sponsored Edo print specialists in 2005-06. - Adachi modern reprint (Showa). - Purchase; H. Irving Olds; 1938. - Forms part of: the H. Irving Olds collection. - Forms part of: Japanese prints and drawings (Library of Congress). - Ichikawa, Danjūrō,--1660-1704 - Soga, Tokimune,--1174-1193 - Actors--Japan--1710-1720 - Bamboo--Japan--1710-1720 Ukiyo-e--Japanese--Color--1710-1720. Woodcuts--Japanese--Color--1710-1720--Reproductions--1890-1940. Ukiyo-e--Japanese--Color--1710-1720 Woodcuts--Japanese--Color--1710-1720--Reproductions--1890-1940 1 print : woodcut, color.	https://www.loc.gov/item/2008660748/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02132r.jpg
2008660749.jpg	Ueno ikenohata sakura no hanami no kei	Nishimura, Shigenaga, 1697-1756, artist	Japan		Print shows many people in a pavilion and in Ueno Park viewing blossoms on cherry trees.	- Title and other descriptive information compiled by Nichibunken-sponsored Edo print specialists in 2005-06. - Format: Uki-e. - Adachi modern reprint (Showa). - Purchase; H. Irving Olds; 1938. - Forms part of: the H. Irving Olds collection. - Forms part of: Japanese prints and drawings (Library of Congress). - Cherry trees--Japan--1720-1730 - Pavilions--Japan--1720-1730 - Parks--Japan--1720-1730 Ukiyo-e--Japanese--Color--1720-1730. Woodcuts--Japanese--Color--1720-1730--Reproductions--1890-1940. Ukiyo-e--Japanese--Color--1720-1730 Woodcuts--Japanese--Color--1720-1730--Reproductions--1890-1940 1 print : woodcut, color.	https://www.loc.gov/item/2008660749/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02133r.jpg
2009615175.jpg	Ōtsu	Andō, Hiroshige, 1797-1858, artist	Fuji Japan Mount Tōkaidō		Print shows a bird's-eye view of pilgrims ascending hillside to temple buildings, with view over community near the coast and the sweeping curve of coastline along which ships sail toward Mount Fuji; Ōtsu is the 54 station on the Tōkaidō Road.	- Title and other descriptive information compiled by Nichibunken-sponsored Edo print specialists in 2005-2006. - From the series: Gojūsantsugi meisho zue : Views of famous places of the 53 stations of the Tōkaidō Road. - Format: vertical Oban Nishikie. - Forms part of: Japanese prints and drawings (Library of Congress). - Pilgrims--Japan--1850-1860 - Pilgrimages--Japan--1850-1860 - Harbors--Japan--1850-1860 - Fuji, Mount (Japan) - Tōkaidō (Japan) Ukiyo-e--Japanese--1850-1860. Woodcuts--Japanese--Color--1850-1860. Ukiyo-e--Japanese--1850-1860 Woodcuts--Japanese--Color--1850-1860 1 print : woodcut, color ; 36 x 24.7 cm.	https://www.loc.gov/item/2009615175/	https://tile.loc.gov/storage-services/service/pnp/jpd/00100/00183r.jpg
2008680279.jpg	[Two women gathering lotus blossoms]	Suzuki, Harunobu, 1725?-1770, artist	Japan	1765		- Title devised by Library staff. - Adachi modern reprint (Showa). - Forms part of: Japanese prints and drawings (Library of Congress). - Women--Clothing & dress--Japan--1760-1770 - Women--Domestic life--Japan--1760-1770 - Flowers--Japan--1760-1770 - Lily ponds--Japan--1760-1770 - Boats--Japan--1760-1770 Ukiyo-e--Japanese--Color--1760-1770. Woodcuts--Japanese--Color--1760-1770--Reproductions--1890-1930. Ukiyo-e--Japanese--Color--1760-1770 Woodcuts--Japanese--Color--1760-1770--Reproductions--1890-1930 1 print : woodcut, color ; 20.8 x 27.2 cm (sheet)	https://www.loc.gov/item/2008680279/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02136r.jpg
2008680280.jpg	[The interior of a kabuki theater]	Torii, Kiyotsune, artist	Japan	1765	Print shows a full audience of men and women at a kabuki theater.	- Title devised by Library staff. - "芝居狂言浮繪" "鳥居清経画" "假名手本忠臣蔵" written on the picture. - Adachi modern reprint (Showa). - Forms part of: Japanese prints and drawings (Library of Congress). - Women--Social life--Japan--1760-1770 - Men--Social life--Japan--1760-1770 - Kabuki--Japan--1760-1770 - Theater audiences--Japan--1760-1770 - Theaters--Japan--1760-1770 Ukiyo-e--Japanese--Color--1760-1770. Woodcuts--Japanese--Color--1760-1770--Reproductions--1890-1930. Ukiyo-e--Japanese--Color--1760-1770 Woodcuts--Japanese--Color--1760-1770--Reproductions--1890-1930 1 print : woodcut, color ; 30.8 x 45 cm (sheet)	https://www.loc.gov/item/2008680280/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02137r.jpg
2008680281.jpg	[Passing a love letter]	Ishikawa, Toyonobu, 1711-1785, artist	Japan	1743	Print shows a young man discretely passing a love letter from beneath the folds of his kimono.	- Title devised by Library staff. - The picture has "石川秀葩豊信". - Adachi modern reprint (Showa). - Forms part of: Japanese prints and drawings (Library of Congress). - Men--Social life--Japan--1740-1750 - Men--Clothing & dress--Japan--1740-1750 - Love letters--1740-1750 - Relations between the sexes--Japan--1740-1750 Ukiyo-e--Japanese--Color--1740-1750. Woodcuts--Japanese--Color--1740-1750--Reproductions--1890-1930. Ukiyo-e--Japanese--Color--1740-1750 Woodcuts--Japanese--Color--1740-1750--Reproductions--1890-1930 1 print : woodcut, color ; 69 x 25.8 cm (sheet)	https://www.loc.gov/item/2008680281/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02138r.jpg
2008680282.jpg	[Lovers in an autumn meadow]	Hishikawa, Moronobu, approximately 1618-approximately 1694, artist	Japan	1680	Print shows a young man and a young woman embracing in a meadow.	- Title devised by Library staff. - Adachi modern reprint (Showa). - Nothing written on the picture. - Forms part of: Japanese prints and drawings (Library of Congress). - Couples--Japan--1680 - Courtship--1680 - Hugging--1680 - Autumn--Japan--1680 - Meadows--Japan--1680 - Relations between the sexes--Japan--1680 Ukiyo-e--Japanese--1680. Woodcuts--Japanese--1680--Reproductions--1890-1930. Ukiyo-e--Japanese--1680 Woodcuts--Japanese--1680--Reproductions--1890-1930 1 print : woodcut ; 28.8 x 41.5 cm (sheet)	https://www.loc.gov/item/2008680282/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02139r.jpg
2008680283.jpg	Shinagawa tsukimi no keshiki.	Nishimura, Shigenaga, 1697-1756, artist	Japan Tōkaidō	1726	Print shows men and women eating and entertaining while looking at the full moon at a large building or pavilion in Shinagawa, on the Tōkaidō Road.	- Title devised by Library staff. - The picture has "品川月見の景色", "仙花堂西村重長筆". - Adachi modern reprint (Showa). - Forms part of: Japanese prints and drawings (Library of Congress). - Clothing & dress--Japan--1720-1730 - Moon--1720-1730 - Women--Social life--Japan--1720-1730 - Men--Social life--Japan--1720-1730 - Pavilions--Japan--1720-1730 - Entertainment--Japan--1720-1730 - Tōkaidō (Japan) Ukiyo-e--Japanese--Color--1720-1730. Woodcuts--Japanese--Color--1720-1730--Reproductions--1890-1930. Ukiyo-e--Japanese--Color--1720-1730 Woodcuts--Japanese--Color--1720-1730--Reproductions--1890-1930 1 print : woodcut, color ; 33 x 46.4 cm (sheet)	https://www.loc.gov/item/2008680283/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02140r.jpg
2008680284.jpg	[Reading a love letter]	Torii, Kiyomasu, -1716, artist	Japan	1711	Print shows a young woman reading a love letter.	- The picture has "鳥居清倍". - Title devised by Library staff. - Adachi modern reprint (Showa). - Forms part of: Japanese prints and drawings (Library of Congress). - Women--Clothing & dress--Japan--1710-1720 - Women--Social life--Japan--1710-1720 - Love letters--1710-1720 - Reading--Japan--1710-1720 - Relations between the sexes--Japan--1710-1720 Ukiyo-e--Japanese--1710-1720. Woodcuts--Japanese--1710-1720--Reproductions--1890-1930. Ukiyo-e--Japanese--1710-1720 Woodcuts--Japanese--1710-1720--Reproductions--1890-1930 1 print : woodcut ; 53.4 x 31 cm (sheet)	https://www.loc.gov/item/2008680284/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02141r.jpg
2008680285.jpg	[Preparing for the first battle]	Torii, Kiyomasu, -1716, artist	Japan	1713	Print shows a young woman arranging a warrior's hair prior to entering a battle.	- "鳥居清倍" written. - Title devised by Library staff. - Adachi modern reprint (Showa). - Forms part of: Japanese prints and drawings (Library of Congress). - Men--Clothing & dress--Japan--1710-1720 - Warriors--Japan--1710-1720 - Armor--Japan--1710-1720 - Women--Domestic life--Japan--1710-1720 - Hairdressing--Japan--1710-1720 Ukiyo-e--Japanese--1710-1720. Woodcuts--Japanese--Color--1710-1720--Reproductions--1890-1930. Ukiyo-e--Japanese--1710-1720 Woodcuts--Japanese--Color--1710-1720--Reproductions--1890-1930 1 print : woodcut, color ; 60.5 x 33 cm (sheet)	https://www.loc.gov/item/2008680285/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02142r.jpg
2008680286.jpg	[The black knight]	Okumura, Masanobu, 1686-1764, artist	Japan	1743	Print shows a man, possibly an actor or a samurai, with sword, holding an umbrella, wearing a black kimono and geta.	- Title devised by Library staff. - Adachi modern reprint (Showa). - Forms part of: Japanese prints and drawings (Library of Congress). - Men--Clothing & dress--Japan--1740-1750 - Warriors--Japan--1740-1750 - Actors--Japan--1740-1750 - Umbrellas--1740-1750 - Shoes--Japan--1740-1750 Ukiyo-e--Japanese--1740-1750. Woodcuts--Japanese--Color--1740-1750--Reproductions--1890-1930. Ukiyo-e--Japanese--1740-1750 Woodcuts--Japanese--Color--1740-1750--Reproductions--1890-1930 1 print : woodcut, color ; 61.6 x 26 cm (sheet)	https://www.loc.gov/item/2008680286/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02143r.jpg
2008680287.jpg	[A willing letter writer]	Okumura, Masanobu, 1686-1764, artist	Japan	1733	Print shows a man with two women, one of the women is writing a letter.	- Title devised by Library staff. - Adachi modern reprint (Showa). - Forms part of: Japanese prints and drawings (Library of Congress). - Men--Clothing & dress--Japan--1730-1740 - Women--Clothing & dress--Japan--1730-1740 - Writing--Japan--1730-1740 - Correspondence--1730-1740 Ukiyo-e--Japanese--1730-1740. Woodcuts--Japanese--Color--1730-1740--Reproductions--1890-1930. Ukiyo-e--Japanese--1730-1740 Woodcuts--Japanese--Color--1730-1740--Reproductions--1890-1930 1 print : woodcut, color ; 26.7 x 40.8 cm (sheet)	https://www.loc.gov/item/2008680287/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02144r.jpg
2008680288.jpg	[Sanogawa or Sanokawa Ichimatsu with puppet of courtesan Matsuyama]	Okumura, Masanobu, 1686-1764, artist	Japan	1742	Print shows kabuki actor Sanogawa Ichimatsu I in the role of a puppeteer, standing, full-length, facing right, holding a puppet of the courtesan Matsuyama above his head.	- Title devised by Library staff. - Adachi modern reprint (Showa). - Descriptive information compiled by Nichibunken-sponsored Edo print specialists in 2005-06. - Forms part of: Japanese prints and drawings (Library of Congress). - Actors--Japan--1740-1750 - Courtesans--Japan--1740-1750 - Puppets--1740-1750 - Women--Clothing & dress--Japan--1740-1750 - Play (Recreation)--Japan--1740-1750 Ukiyo-e--Japanese--1740-1750. Woodcuts--Japanese--Color--1740-1750--Reproductions--1890-1930. Ukiyo-e--Japanese--1740-1750 Woodcuts--Japanese--Color--1740-1750--Reproductions--1890-1930 1 print : woodcut, color ; 66 x 25.1 cm (sheet)	https://www.loc.gov/item/2008680288/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02145r.jpg
2009615176.jpg	Nissaka	Andō, Hiroshige, 1797-1858, artist	Japan Tōkaidō		Print shows a bird's-eye view of pilgrims walking along the Tōkaidō Road at Nissaka, the 26th station, with a small thatched-roof building, teahouse or shelter, trees, and mountain scenery.	- Title and other descriptive information compiled by Nichibunken-sponsored Edo print specialists in 2005-2006. - From the series: Gojūsantsugi meisho zue : Views of famous places of the 53 stations of the Tōkaidō Road. - Format: vertical Oban Nishikie. - Forms part of: Japanese prints and drawings (Library of Congress). - Pilgrims--Japan--1850-1860 - Pilgrimages--Japan--1850-1860 - Tōkaidō (Japan) Ukiyo-e--Japanese--1850-1860. Woodcuts--Japanese--Color--1850-1860. Ukiyo-e--Japanese--1850-1860 Woodcuts--Japanese--Color--1850-1860 1 print : woodcut, color ; 36 x 24.7 cm.	https://www.loc.gov/item/2009615176/	https://tile.loc.gov/storage-services/service/pnp/jpd/00100/00184r.jpg
2008680289.jpg	Genji ukifune.	Okumura, Masanobu, 1686-1764, artist	Japan	1742	Print shows a man and a woman in a boat; the man is holding a small drum and appears to be serenading the woman beneath the moon.	- The picture has "源氏浮船", by "芳月堂丹鳥齋奥村文角政信画". - Title devised by Library staff. - Adachi modern reprint (Showa). - Forms part of: Japanese prints and drawings (Library of Congress). - Women--Clothing & dress--Japan--1740-1750 - Men--Clothing & dress--Japan--1740-1750 - Couples--Japan--1740-1750 - Courtship--1740-1750 - Serenading--Japan--1740-1750 - Relations between the sexes--Japan--1740-1750 Ukiyo-e--Japanese--1740-1750. Woodcuts--Japanese--Color--1740-1750--Reproductions--1890-1930. Ukiyo-e--Japanese--1740-1750 Woodcuts--Japanese--Color--1740-1750--Reproductions--1890-1930 1 print : woodcut, color ; 38.5 x 51.4 cm (sheet)	https://www.loc.gov/item/2008680289/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02146r.jpg
2008680290.jpg	[Beauty holding a book]	Ishikawa, Toyonobu, 1711-1785, artist	Japan	1742	Print shows a woman, full-length, standing in front of an illustrated screen, holding a book.	- On the cover of the book "おちよ浮名の毛せん" written, by "咀篠堂石川秀葩豊信". - Title devised by Library staff. - Adachi modern reprint (Showa). - Forms part of: Japanese prints and drawings (Library of Congress). - Women--Clothing & dress--Japan--1740-1750 - Beauty--Japan--1740-1750 - Books--1740-1750 Ukiyo-e--Japanese--1740-1750. Woodcuts--Japanese--Color--1740-1750--Reproductions--1890-1930. Ukiyo-e--Japanese--1740-1750 Woodcuts--Japanese--Color--1740-1750--Reproductions--1890-1930 1 print : woodcut, color ; 51.9 x 23.3 cm (sheet)	https://www.loc.gov/item/2008680290/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02147r.jpg
2008680291.jpg	[Hanging poems on a cherry tree]	Ishikawa, Toyonobu, 1711-1785, artist	Japan	1741	Print shows a woman, full-length, standing, hanging poems in a blossoming cherry tree.	- Title devised by Library staff. - Adachi modern reprint (Showa). - Forms part of: Japanese prints and drawings (Library of Congress). - Women--Clothing & dress--Japan--1740-1750 - Beauty--Japan--1740-1750 - Poetry--1740-1750 - Cherry trees--Japan--1740-1750 - Flowers--Japan--1740-1750 Ukiyo-e--Japanese--1740-1750. Woodcuts--Japanese--Color--1740-1750--Reproductions--1890-1930. Ukiyo-e--Japanese--1740-1750 Woodcuts--Japanese--Color--1740-1750--Reproductions--1890-1930 1 print : woodcut, color ; 59.3 x 25.3 cm (sheet)	https://www.loc.gov/item/2008680291/	https://tile.loc.gov/storage-services/service/pnp/jpd/02100/02148r.jpg
